time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-8.2459909803e-07,-8.50692134377e-08,10.0040670011,6.28303836574,0.000606019126399,0.0,-6.56098526748e-05,-1.01647606091e-05,0.135559482478,-0.00786260690949,0.0250655720473,0.0,447.4520019694246,449.48749699256416,447.92941119201623,447.2897141172315
0.12000000000000001,-2.28831409279e-05,-5.02551700955e-06,10.0150643673,6.28297985498,0.00175264599633,0.0,-0.000807989879852,-0.000178655063274,0.231004059211,0.0101089408757,0.00322672140203,0.0,437.0409364533466,435.2171925273774,434.07893607033895,435.5842102778929
0.18,-0.000112551792951,-1.68434483946e-05,10.0342807142,0.0010973698955,0.0019781616843,0.0,-0.00220471693688,-9.92627709218e-05,0.409493143992,0.0382992757806,0.00480173385171,0.0,461.4368058878115,461.5610302567375,459.80670795877063,462.0342347075254
0.23999999999999996,-0.000293881604876,1.3894317808e-05,10.0653490598,0.00311242967116,0.00190296475897,0.0,-0.00385706843648,0.00138357330278,0.626024007901,0.0219212508275,-0.017514204974,0.0,473.84453409051775,472.1261859502153,472.92148676387257,471.6588496931875
0.3,-0.000559650638804,0.000164350580631,10.105369699,0.00430365603862,0.000818397212616,0.0,-0.00489578830936,0.00375631820554,0.707949379633,0.0153604953464,-0.0192242555863,0.0,431.728676997067,431.5844423666667,431.71758626188347,431.16372045412817
0.36000000000000004,-0.000868250667245,0.00048989512421,10.1525843772,0.00487515083805,0.000509392492873,0.0,-0.00532004924076,0.00718140667309,0.865766252498,-0.00592056908591,0.013871126893,0.0,453.8817057107037,456.52975509897914,456.4664581642996,454.7651769808025
0.4200000000000001,-0.00119977190449,0.0010103761647,10.2055053825,0.00449464259606,0.00126454544944,0.0,-0.00580379156851,0.0101340005199,0.898242171547,-0.00719789723594,0.00988290845244,0.0,415.36485638392764,415.0148865893583,416.27286969151675,416.16119467368213
0.48000000000000015,-0.00157928471737,0.00171518848991,10.263679281,0.00394848481653,0.00262782385438,0.0,-0.00696088328046,0.0133065764981,1.04076857176,-0.0132137236489,0.0405560183727,0.0,450.629646833448,453.1020598996505,450.42296116780346,449.9363662292858
0.5400000000000001,-0.00206465454344,0.00259722024843,10.3304938399,0.0029326434942,0.00490780764986,0.0,-0.00947453876593,0.0159970097477,1.18624296182,-0.0256537233931,0.0323237361026,0.0,452.84283332135885,452.1808821679223,452.3825593860862,451.37994020206133
0.6000000000000002,-0.00274419182117,0.00361316502014,10.4050740646,0.00171714244986,0.0069798535837,0.0,-0.0133849631633,0.0177260564564,1.2996413788,-0.0112075961988,0.038623225855,0.0,442.2579039259229,442.776907955433,441.98078805963104,443.1696605594
0.6600000000000003,-0.00370909296053,0.00471133577242,10.4871896574,0.000856404891592,0.00878543433972,0.0,-0.0190112492746,0.018797841584,1.43738013043,-0.0215050813845,0.00163497924683,0.0,452.0346545343999,449.04464746975805,450.6632139086507,449.8302916945385
0.7200000000000003,-0.00503332053595,0.00585209467692,10.5766092343,6.28234308214,0.00842974296445,0.0,-0.0251231502997,0.019079485517,1.54313553034,-0.04758724145,-0.0287470748412,0.0,442.1438366989902,439.6339076466808,441.7390816183862,439.5828646432945
0.7800000000000004,-0.00672381801685,0.00696620602093,10.6741242318,6.27976307311,0.00658422585331,0.0,-0.0310263434882,0.0177563691459,1.70713507555,-0.0351230369881,-0.0351193177532,0.0,459.2390543282197,458.73308068305806,458.66321011363954,459.65096074888913
0.8400000000000004,-0.00871008883487,0.00795555468676,10.7789655218,6.27809758177,0.00480205850983,0.0,-0.0349910415442,0.0150384589309,1.7874527701,-0.0160591851272,-0.0206227237337,0.0,432.87076069659133,434.0885310013876,432.70523235732225,434.30673272072636
0.9000000000000005,-0.0109063606517,0.00874655577865,10.8896879852,6.27714310429,0.00370588352381,0.0,-0.0380959081577,0.0112291999601,1.90311060904,-0.0156072208824,-0.013936199876,0.0,445.0116088095152,445.55862170282774,444.6019975554417,444.639117826406
0.9600000000000005,-0.0132665393985,0.00929162664365,11.0070567106,6.27686111098,0.00320737170859,0.0,-0.0405094000499,0.00688442886274,2.00899997788,0.0111493584382,0.00107030795418,0.0,441.8614686100977,443.0968961235638,440.9999872071062,443.2045000833825
1.0200000000000005,-0.0157761535403,0.00955244064125,11.1344982318,6.27757531438,0.00294116945199,0.0,-0.043134805632,0.00189585246384,2.23863077039,0.0133703352996,-0.0187127835756,0.0,480.69511826834344,479.1937850775748,480.0041790066421,480.1725515778714
1.0800000000000005,-0.0184243495849,0.00954596004476,11.2731627395,6.27831759359,0.00160596675018,0.0,-0.045005486974,-0.00202632751217,2.38323027578,0.010294481245,-0.0304894782707,0.0,455.92948770220363,454.9876176777129,455.83781752785575,455.59183992989557
1.1400000000000006,-0.0211498955772,0.00932979965196,11.4183826678,6.27861853157,6.28287142847,0.0,-0.0456621328078,-0.00513029867091,2.45727824939,-0.00848008099754,-0.0351974101586,0.0,433.38755357434366,432.9912669593829,435.83814113908574,434.26614480557123
1.2000000000000006,-0.0238779560465,0.00894211207895,11.5652830483,6.2779764466,6.28110028507,0.0,-0.0451107069198,-0.00784110431846,2.43943920113,-0.0155619839695,-0.0200709356497,0.0,404.0990109962021,405.4598419249248,403.39463235008265,402.75473858935675
